Date,Product ID,Category,Region,Units Sold,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year
2025-02-16,P0067,Home Appliances,Central,56,83.45,10,Cloudy,0,84.0,Winter,2025
2025-02-16,P0068,Furniture,Central,287,103.32,10,Cloudy,0,98.43,Winter,2025
2025-02-16,P0069,Groceries,East,399,75.71,15,Sunny,1,71.84,Winter,2025
2025-02-16,P0070,Sports,North,0,169.93,10,Cloudy,0,151.28,Winter,2025
2025-02-16,P0071,Toys,West,296,26.78,0,Windy,0,21.6,Winter,2025
2025-02-16,P0072,Clothing,Central,98,84.43,5,Rainy,1,83.92,Winter,2025
2025-02-16,P0073,Groceries,South,396,41.85,15,Windy,0,35.49,Winter,2025
2025-02-16,P0074,Groceries,North,627,58.89,5,Cloudy,0,60.82,Winter,2025
2025-02-16,P0075,Beauty,International,530,42.36,10,Sunny,0,41.58,Winter,2025
2025-02-16,P0076,Home Appliances,South,56,331.49,15,Sunny,0,335.17,Winter,2025
2025-02-16,P0077,Clothing,North,153,13.7,15,Cloudy,0,14.41,Winter,2025
2025-02-16,P0078,Electronics,South,513,188.14,10,Rainy,0,212.2,Winter,2025
2025-02-16,P0079,Furniture,West,0,436.08,15,Cloudy,0,424.62,Winter,2025
2025-02-16,P0080,Home Appliances,International,59,420.55,5,Rainy,0,347.5,Winter,2025
2025-02-16,P0081,Sports,Central,170,326.65,0,Snowy,1,289.49,Winter,2025
2025-02-16,P0082,Groceries,North,546,67.74,15,Rainy,1,68.19,Winter,2025
2025-02-16,P0083,Home Appliances,South,120,72.47,20,Rainy,1,80.12,Winter,2025
2025-02-16,P0084,Sports,East,361,193.62,0,Cloudy,1,212.44,Winter,2025
2025-02-16,P0085,Sports,International,207,1.0,5,Sunny,0,1.13,Winter,2025
2025-02-16,P0086,Electronics,International,163,512.21,10,Foggy,0,511.59,Winter,2025
2025-02-16,P0087,Electronics,Central,161,516.21,20,Cloudy,1,583.57,Winter,2025
2025-02-16,P0088,Clothing,North,384,77.54,10,Sunny,0,84.53,Winter,2025
2025-02-16,P0089,Toys,East,352,23.35,20,Rainy,0,19.31,Winter,2025
2025-02-16,P0090,Beauty,International,89,83.89,5,Cloudy,0,76.37,Winter,2025
2025-02-16,P0091,Electronics,East,303,258.36,0,Rainy,0,286.8,Winter,2025
2025-02-16,P0092,Toys,North,636,67.04,10,Foggy,1,72.37,Winter,2025
2025-02-16,P0093,Clothing,East,189,126.68,10,Rainy,0,122.62,Winter,2025
2025-02-16,P0094,Home Appliances,East,279,195.68,0,Cloudy,0,207.06,Winter,2025
2025-02-16,P0095,Groceries,North,154,45.82,0,Cloudy,0,41.41,Winter,2025
2025-02-16,P0096,Furniture,West,136,322.89,0,Sunny,0,335.12,Winter,2025
2025-02-16,P0097,Sports,International,75,125.42,10,Cloudy,0,141.81,Winter,2025
2025-02-16,P0098,Groceries,West,547,26.49,5,Windy,0,23.34,Winter,2025
2025-02-16,P0099,Electronics,West,360,685.52,10,Sunny,1,603.76,Winter,2025
2025-02-16,P0100,Groceries,Central,255,38.23,20,Sunny,0,35.27,Winter,2025
2025-02-17,P0001,Clothing,North,0,80.35,0,Cloudy,1,79.05,Winter,2025
2025-02-17,P0002,Electronics,East,436,1.0,0,Cloudy,0,1.11,Winter,2025
2025-02-17,P0003,Sports,North,151,270.56,10,Snowy,0,301.19,Winter,2025
2025-02-17,P0004,Electronics,International,33,1.0,5,Sunny,0,0.97,Winter,2025
2025-02-17,P0005,Clothing,International,250,97.21,0,Sunny,1,87.34,Winter,2025
2025-02-17,P0006,Sports,International,73,145.29,5,Windy,1,121.8,Winter,2025
2025-02-17,P0007,Toys,International,413,65.9,0,Rainy,0,65.9,Winter,2025
2025-02-17,P0008,Furniture,West,97,523.53,5,Snowy,0,514.34,Winter,2025
2025-02-17,P0009,Toys,West,114,45.89,0,Sunny,1,42.08,Winter,2025
2025-02-17,P0010,Sports,International,204,53.74,10,Cloudy,0,61.07,Winter,2025
2025-02-17,P0011,Clothing,International,464,54.09,0,Cloudy,1,43.29,Winter,2025
2025-02-17,P0012,Beauty,South,334,23.18,0,Cloudy,1,19.23,Winter,2025
2025-02-17,P0013,Groceries,West,254,29.58,5,Snowy,0,23.76,Winter,2025
2025-02-17,P0014,Electronics,International,43,319.38,5,Windy,1,303.82,Winter,2025
2025-02-17,P0015,Beauty,East,175,12.18,0,Sunny,0,13.11,Winter,2025
2025-02-17,P0016,Furniture,East,48,415.44,5,Sunny,0,401.21,Winter,2025
2025-02-17,P0017,Groceries,Central,127,100.35,10,Sunny,0,93.75,Winter,2025
2025-02-17,P0018,Beauty,South,481,33.81,0,Sunny,0,30.04,Winter,2025
2025-02-17,P0019,Beauty,South,17,43.68,5,Snowy,0,36.51,Winter,2025
2025-02-17,P0020,Furniture,West,80,557.89,0,Snowy,0,610.32,Winter,2025
2025-02-17,P0021,Clothing,South,227,56.46,5,Sunny,0,64.2,Winter,2025
2025-02-17,P0022,Electronics,North,145,512.5,0,Snowy,0,583.01,Winter,2025
2025-02-17,P0023,Electronics,South,57,1.0,5,Rainy,0,1.05,Winter,2025
2025-02-17,P0024,Clothing,North,229,90.92,5,Rainy,0,90.64,Winter,2025
2025-02-17,P0025,Groceries,East,236,24.3,5,Sunny,1,20.22,Winter,2025
2025-02-17,P0026,Groceries,North,0,91.1,5,Cloudy,0,98.29,Winter,2025
2025-02-17,P0027,Toys,East,2,59.88,0,Rainy,0,60.44,Winter,2025
2025-02-17,P0028,Sports,North,0,175.36,0,Snowy,0,150.16,Winter,2025
2025-02-17,P0029,Groceries,East,0,73.81,0,Sunny,0,84.48,Winter,2025
2025-02-17,P0030,Sports,South,81,325.51,0,Rainy,0,371.45,Winter,2025
2025-02-17,P0031,Electronics,West,198,696.81,5,Snowy,1,778.85,Winter,2025
2025-02-17,P0032,Home Appliances,International,104,170.99,0,Sunny,1,170.96,Winter,2025
2025-02-17,P0033,Furniture,East,70,69.47,5,Windy,0,74.44,Winter,2025
2025-02-17,P0034,Furniture,East,38,340.02,10,Snowy,1,281.84,Winter,2025
2025-02-17,P0035,Clothing,Central,54,19.4,10,Rainy,1,16.88,Winter,2025
2025-02-17,P0036,Groceries,South,224,61.14,0,Cloudy,0,68.09,Winter,2025
2025-02-17,P0037,Clothing,West,531,137.07,0,Windy,1,154.52,Winter,2025
2025-02-17,P0038,Sports,International,182,259.93,10,Rainy,0,252.01,Winter,2025
2025-02-17,P0039,Electronics,West,225,917.88,5,Sunny,0,888.8,Winter,2025
2025-02-17,P0040,Furniture,North,7,289.89,0,Snowy,0,292.11,Winter,2025
2025-02-17,P0041,Sports,East,75,363.64,5,Snowy,0,350.75,Winter,2025
2025-02-17,P0042,Beauty,Central,337,41.53,0,Sunny,0,35.57,Winter,2025
2025-02-17,P0043,Beauty,Central,447,8.48,5,Sunny,0,8.25,Winter,2025
2025-02-17,P0044,Electronics,North,67,89.37,0,Snowy,0,77.86,Winter,2025
2025-02-17,P0045,Electronics,Central,90,677.09,5,Snowy,1,715.94,Winter,2025
2025-02-17,P0046,Electronics,East,136,1000.0,0,Sunny,0,1005.82,Winter,2025
2025-02-17,P0047,Beauty,South,0,93.08,5,Rainy,0,100.3,Winter,2025
2025-02-17,P0048,Clothing,Central,0,23.85,0,Cloudy,0,26.06,Winter,2025
2025-02-17,P0049,Clothing,West,573,56.79,5,Cloudy,0,58.0,Winter,2025
2025-02-17,P0050,Groceries,International,251,1.0,0,Sunny,0,0.95,Winter,2025
2025-02-17,P0051,Clothing,West,0,142.59,10,Sunny,0,147.14,Winter,2025
2025-02-17,P0052,Sports,West,213,16.44,5,Sunny,0,18.09,Winter,2025
2025-02-17,P0053,Home Appliances,South,190,500.56,5,Sunny,0,441.97,Winter,2025
2025-02-17,P0054,Home Appliances,International,150,237.29,0,Rainy,1,227.1,Winter,2025
2025-02-17,P0055,Toys,West,33,59.82,0,Sunny,1,67.72,Winter,2025
2025-02-17,P0056,Groceries,North,0,22.41,5,Snowy,0,20.73,Winter,2025
2025-02-17,P0057,Furniture,South,136,453.65,5,Cloudy,1,500.14,Winter,2025
2025-02-17,P0058,Clothing,North,333,55.14,10,Cloudy,0,46.49,Winter,2025
2025-02-17,P0059,Clothing,North,154,82.51,0,Sunny,0,71.21,Winter,2025
2025-02-17,P0060,Furniture,Central,28,362.65,10,Cloudy,1,340.56,Winter,2025
2025-02-17,P0061,Electronics,South,150,48.3,5,Cloudy,0,44.43,Winter,2025
2025-02-17,P0062,Clothing,North,325,46.24,5,Cloudy,0,48.82,Winter,2025
2025-02-17,P0063,Groceries,East,54,71.8,5,Sunny,1,66.85,Winter,2025
2025-02-17,P0064,Clothing,North,189,103.87,5,Cloudy,1,111.04,Winter,2025
2025-02-17,P0065,Clothing,Central,337,101.79,0,Cloudy,0,105.19,Winter,2025
2025-02-17,P0066,Furniture,East,56,154.51,0,Snowy,0,140.81,Winter,2025
2025-02-17,P0067,Furniture,North,42,282.83,5,Snowy,0,290.66,Winter,2025
2025-02-17,P0068,Electronics,Central,197,385.04,0,Cloudy,0,426.34,Winter,2025
2025-02-17,P0069,Toys,Central,315,55.24,0,Cloudy,1,56.74,Winter,2025
2025-02-17,P0070,Electronics,International,242,725.71,0,Cloudy,0,677.19,Winter,2025
2025-02-17,P0071,Clothing,East,708,120.11,10,Rainy,1,96.7,Winter,2025
2025-02-17,P0072,Groceries,East,80,63.48,0,Rainy,0,61.9,Winter,2025
2025-02-17,P0073,Electronics,North,120,28.04,0,Snowy,0,26.3,Winter,2025
2025-02-17,P0074,Groceries,International,405,72.97,0,Cloudy,0,79.38,Winter,2025
2025-02-17,P0075,Furniture,International,99,351.79,10,Cloudy,0,305.71,Winter,2025
2025-02-17,P0076,Electronics,West,76,301.55,5,Rainy,0,296.45,Winter,2025
2025-02-17,P0077,Furniture,West,131,339.19,0,Snowy,0,281.99,Winter,2025
2025-02-17,P0078,Electronics,Central,115,485.56,10,Sunny,1,477.24,Winter,2025
2025-02-17,P0079,Groceries,North,268,60.61,5,Snowy,1,54.75,Winter,2025
2025-02-17,P0080,Clothing,West,269,42.54,0,Cloudy,0,39.59,Winter,2025
2025-02-17,P0081,Clothing,Central,752,86.55,5,Rainy,1,93.28,Winter,2025
2025-02-17,P0082,Groceries,North,78,42.0,0,Snowy,1,44.92,Winter,2025
2025-02-17,P0083,Furniture,International,18,177.91,5,Rainy,1,195.33,Winter,2025
2025-02-17,P0084,Clothing,East,350,100.5,5,Sunny,0,95.31,Winter,2025
2025-02-17,P0085,Home Appliances,South,69,329.39,5,Sunny,0,325.23,Winter,2025
2025-02-17,P0086,Groceries,East,108,27.89,10,Cloudy,0,28.54,Winter,2025
2025-02-17,P0087,Home Appliances,North,90,181.36,5,Snowy,1,162.51,Winter,2025
2025-02-17,P0088,Sports,East,294,82.93,5,Sunny,0,87.37,Winter,2025
2025-02-17,P0089,Groceries,International,165,77.38,0,Foggy,0,71.04,Winter,2025
2025-02-17,P0090,Toys,South,350,42.63,0,Cloudy,0,42.99,Winter,2025
2025-02-17,P0091,Beauty,International,15,4.78,0,Windy,1,4.56,Winter,2025
2025-02-17,P0092,Furniture,South,98,237.19,5,Cloudy,0,212.26,Winter,2025
2025-02-17,P0093,Groceries,West,355,27.14,0,Sunny,0,23.52,Winter,2025
2025-02-17,P0094,Clothing,East,0,14.7,0,Cloudy,1,14.06,Winter,2025
2025-02-17,P0095,Beauty,International,305,22.77,0,Rainy,0,23.28,Winter,2025
2025-02-17,P0096,Toys,West,25,55.02,0,Sunny,1,59.84,Winter,2025
2025-02-17,P0097,Electronics,North,57,1.0,10,Sunny,0,1.14,Winter,2025
2025-02-17,P0098,Clothing,Central,381,111.96,0,Sunny,0,115.88,Winter,2025
2025-02-17,P0099,Beauty,Central,124,70.89,0,Cloudy,0,71.81,Winter,2025
2025-02-17,P0100,Groceries,South,165,46.04,10,Cloudy,1,42.97,Winter,2025
2025-02-18,P0001,Toys,Central,266,10.69,10,Rainy,0,10.23,Winter,2025
2025-02-18,P0002,Groceries,North,247,72.53,0,Snowy,1,83.21,Winter,2025
2025-02-18,P0003,Electronics,West,95,430.48,0,Snowy,0,476.67,Winter,2025
2025-02-18,P0004,Clothing,Central,360,99.75,5,Cloudy,0,82.63,Winter,2025
2025-02-18,P0005,Electronics,West,33,537.33,0,Rainy,0,613.34,Winter,2025
2025-02-18,P0006,Groceries,North,314,47.58,5,Rainy,0,53.43,Winter,2025
2025-02-18,P0007,Home Appliances,Central,114,454.52,0,Cloudy,0,443.57,Winter,2025
2025-02-18,P0008,Electronics,East,22,323.9,0,Sunny,0,262.05,Winter,2025
2025-02-18,P0009,Sports,Central,203,146.33,0,Cloudy,0,139.21,Winter,2025
2025-02-18,P0010,Clothing,West,277,1.0,5,Sunny,0,1.02,Winter,2025
2025-02-18,P0011,Furniture,International,133,598.79,5,Rainy,1,491.89,Winter,2025
2025-02-18,P0012,Sports,Central,138,76.27,0,Rainy,0,62.56,Winter,2025
2025-02-18,P0013,Electronics,Central,89,267.1,10,Cloudy,0,219.5,Winter,2025
2025-02-18,P0014,Beauty,North,408,1.93,0,Rainy,1,1.9,Winter,2025
2025-02-18,P0015,Electronics,North,85,90.03,0,Snowy,0,85.07,Winter,2025
2025-02-18,P0016,Sports,North,155,223.59,10,Rainy,0,211.44,Winter,2025
2025-02-18,P0017,Clothing,West,354,53.91,5,Sunny,1,47.19,Winter,2025
2025-02-18,P0018,Sports,North,120,47.55,5,Snowy,1,45.6,Winter,2025
2025-02-18,P0019,Clothing,International,69,75.25,10,Rainy,1,68.75,Winter,2025
2025-02-18,P0020,Toys,North,130,1.0,10,Snowy,1,0.96,Winter,2025
2025-02-18,P0021,Sports,North,236,78.11,0,Cloudy,0,74.45,Winter,2025
2025-02-18,P0022,Sports,International,220,132.7,0,Windy,1,136.78,Winter,2025
2025-02-18,P0023,Furniture,West,145,558.43,5,Sunny,0,548.07,Winter,2025
2025-02-18,P0024,Toys,East,491,67.23,10,Sunny,1,54.76,Winter,2025
2025-02-18,P0025,Electronics,South,101,325.4,0,Foggy,0,261.7,Winter,2025
2025-02-18,P0026,Clothing,North,489,43.37,0,Snowy,0,40.0,Winter,2025
2025-02-18,P0027,Beauty,Central,281,16.25,5,Rainy,0,13.56,Winter,2025
2025-02-18,P0028,Beauty,East,310,24.04,0,Foggy,0,19.92,Winter,2025
2025-02-18,P0029,Beauty,Central,101,76.26,0,Cloudy,0,71.2,Winter,2025
2025-02-18,P0030,Clothing,Central,91,87.94,5,Cloudy,0,90.17,Winter,2025
2025-02-18,P0031,Beauty,South,467,28.1,0,Cloudy,1,28.4,Winter,2025
2025-02-18,P0032,Clothing,South,414,107.05,5,Cloudy,0,90.44,Winter,2025
2025-02-18,P0033,Sports,South,0,42.79,0,Windy,0,43.41,Winter,2025
2025-02-18,P0034,Home Appliances,North,63,190.28,0,Snowy,0,211.29,Winter,2025
2025-02-18,P0035,Home Appliances,West,63,379.83,0,Windy,0,416.4,Winter,2025
2025-02-18,P0036,Sports,South,43,219.73,5,Rainy,0,240.54,Winter,2025
2025-02-18,P0037,Electronics,South,176,567.03,5,Foggy,0,561.79,Winter,2025
2025-02-18,P0038,Electronics,International,110,389.07,10,Sunny,0,422.62,Winter,2025
2025-02-18,P0039,Furniture,East,89,547.25,0,Rainy,0,541.66,Winter,2025
2025-02-18,P0040,Clothing,West,293,1.0,10,Snowy,0,1.04,Winter,2025
2025-02-18,P0041,Home Appliances,East,120,440.36,0,Sunny,1,423.43,Winter,2025
2025-02-18,P0042,Beauty,Central,80,71.34,10,Cloudy,0,59.55,Winter,2025
2025-02-18,P0043,Groceries,South,345,39.23,0,Rainy,0,41.45,Winter,2025
2025-02-18,P0044,Sports,East,18,92.62,10,Sunny,0,92.06,Winter,2025
2025-02-18,P0045,Home Appliances,Central,163,147.83,0,Cloudy,1,137.3,Winter,2025
2025-02-18,P0046,Beauty,East,98,33.66,0,Cloudy,0,38.67,Winter,2025
2025-02-18,P0047,Toys,South,165,115.35,5,Cloudy,0,116.22,Winter,2025
2025-02-18,P0048,Sports,South,40,299.02,0,Cloudy,1,304.06,Winter,2025
2025-02-18,P0049,Furniture,East,249,231.74,0,Rainy,0,190.65,Winter,2025
2025-02-18,P0050,Beauty,International,583,101.68,5,Windy,1,105.42,Winter,2025
2025-02-18,P0051,Furniture,South,47,466.19,0,Sunny,0,385.53,Winter,2025
2025-02-18,P0052,Electronics,West,60,673.49,5,Cloudy,0,724.69,Winter,2025
2025-02-18,P0053,Groceries,North,197,26.05,0,Sunny,0,24.8,Winter,2025
2025-02-18,P0054,Sports,North,0,186.13,5,Windy,0,213.94,Winter,2025
2025-02-18,P0055,Furniture,Central,204,148.49,5,Sunny,1,159.62,Winter,2025
2025-02-18,P0056,Electronics,East,79,680.89,5,Rainy,0,681.0,Winter,2025
2025-02-18,P0057,Sports,North,14,95.05,0,Sunny,0,76.91,Winter,2025
2025-02-18,P0058,Electronics,East,171,287.22,0,Windy,1,259.81,Winter,2025
2025-02-18,P0059,Home Appliances,Central,0,192.79,10,Sunny,0,211.04,Winter,2025
2025-02-18,P0060,Toys,Central,406,58.98,0,Sunny,0,49.94,Winter,2025
2025-02-18,P0061,Groceries,International,516,52.23,0,Rainy,0,55.12,Winter,2025
2025-02-18,P0062,Beauty,Central,31,57.42,0,Rainy,0,61.04,Winter,2025
2025-02-18,P0063,Groceries,East,189,50.52,0,Windy,0,44.78,Winter,2025
2025-02-18,P0064,Clothing,North,91,41.82,5,Snowy,0,40.04,Winter,2025
2025-02-18,P0065,Beauty,South,80,46.37,10,Windy,0,38.11,Winter,2025
2025-02-18,P0066,Home Appliances,Central,17,272.83,0,Snowy,0,251.43,Winter,2025
2025-02-18,P0067,Groceries,North,383,54.45,0,Rainy,0,44.56,Winter,2025
2025-02-18,P0068,Groceries,East,112,73.66,0,Rainy,1,65.54,Winter,2025
2025-02-18,P0069,Sports,East,0,168.59,0,Rainy,0,192.23,Winter,2025
2025-02-18,P0070,Groceries,North,165,33.88,10,Cloudy,1,29.78,Winter,2025
2025-02-18,P0071,Groceries,International,433,57.59,0,Windy,0,48.39,Winter,2025
2025-02-18,P0072,Clothing,North,325,64.22,5,Sunny,0,63.59,Winter,2025
2025-02-18,P0073,Toys,International,0,33.13,10,Windy,0,37.47,Winter,2025
2025-02-18,P0074,Clothing,International,653,57.94,5,Cloudy,1,59.55,Winter,2025
2025-02-18,P0075,Groceries,International,140,53.36,0,Sunny,1,51.26,Winter,2025
2025-02-18,P0076,Clothing,Central,354,50.53,5,Cloudy,0,43.34,Winter,2025
2025-02-18,P0077,Groceries,West,446,55.76,10,Snowy,1,61.74,Winter,2025
2025-02-18,P0078,Home Appliances,West,126,207.67,5,Snowy,0,237.73,Winter,2025
2025-02-18,P0079,Home Appliances,North,90,383.02,0,Cloudy,0,373.15,Winter,2025
2025-02-18,P0080,Beauty,North,302,77.5,10,Foggy,0,83.04,Winter,2025
2025-02-18,P0081,Sports,East,0,151.65,5,Rainy,1,163.4,Winter,2025
2025-02-18,P0082,Groceries,East,316,80.8,10,Rainy,0,90.52,Winter,2025
2025-02-18,P0083,Groceries,East,118,64.27,0,Snowy,0,58.54,Winter,2025
2025-02-18,P0084,Beauty,International,375,39.2,5,Sunny,0,33.29,Winter,2025
2025-02-18,P0085,Groceries,East,304,30.43,0,Sunny,0,30.9,Winter,2025
2025-02-18,P0086,Toys,East,238,70.25,0,Cloudy,0,79.98,Winter,2025
2025-02-18,P0087,Groceries,International,360,27.91,0,Sunny,0,26.5,Winter,2025
2025-02-18,P0088,Electronics,South,87,418.94,0,Snowy,0,440.63,Winter,2025
2025-02-18,P0089,Furniture,West,52,363.26,5,Snowy,0,399.72,Winter,2025
2025-02-18,P0090,Beauty,East,269,100.11,0,Snowy,0,96.6,Winter,2025
2025-02-18,P0091,Home Appliances,Central,53,1.0,0,Cloudy,1,1.09,Winter,2025
2025-02-18,P0092,Furniture,West,33,425.2,0,Sunny,1,355.14,Winter,2025
2025-02-18,P0093,Clothing,South,81,60.26,0,Rainy,0,64.0,Winter,2025
2025-02-18,P0094,Groceries,West,505,17.19,0,Foggy,1,16.59,Winter,2025
2025-02-18,P0095,Toys,International,268,38.08,5,Rainy,0,34.8,Winter,2025
2025-02-18,P0096,Electronics,South,170,316.76,0,Rainy,0,284.37,Winter,2025
2025-02-18,P0097,Electronics,South,244,440.95,5,Sunny,0,385.58,Winter,2025
2025-02-18,P0098,Toys,South,8,94.84,0,Rainy,0,104.79,Winter,2025
2025-02-18,P0099,Toys,North,332,83.27,10,Snowy,0,93.06,Winter,2025
2025-02-18,P0100,Groceries,East,261,30.17,10,Snowy,1,29.0,Winter,2025
2025-02-19,P0001,Sports,South,28,118.6,5,Sunny,0,114.77,Winter,2025
2025-02-19,P0002,Groceries,East,275,43.34,0,Snowy,0,36.61,Winter,2025
2025-02-19,P0003,Groceries,East,385,72.7,0,Rainy,0,73.97,Winter,2025
2025-02-19,P0004,Furniture,Central,228,429.35,0,Cloudy,0,411.08,Winter,2025
2025-02-19,P0005,Electronics,West,170,11.7,0,Sunny,0,9.66,Winter,2025
2025-02-19,P0006,Home Appliances,Central,163,350.94,0,Snowy,0,388.5,Winter,2025
2025-02-19,P0007,Clothing,North,14,27.1,0,Snowy,1,27.62,Winter,2025
2025-02-19,P0008,Toys,North,311,49.8,10,Snowy,0,44.51,Winter,2025
2025-02-19,P0009,Sports,West,182,315.9,5,Cloudy,1,277.07,Winter,2025
2025-02-19,P0010,Toys,Central,371,69.96,10,Sunny,0,77.24,Winter,2025
2025-02-19,P0011,Home Appliances,West,128,185.47,5,Sunny,0,178.52,Winter,2025
2025-02-19,P0012,Electronics,Central,60,179.39,0,Cloudy,1,203.04,Winter,2025
2025-02-19,P0013,Clothing,East,549,100.22,0,Cloudy,1,84.8,Winter,2025
2025-02-19,P0014,Groceries,West,91,31.82,10,Sunny,0,36.41,Winter,2025
2025-02-19,P0015,Beauty,West,153,73.64,0,Rainy,1,59.94,Winter,2025
2025-02-19,P0016,Furniture,International,98,294.58,5,Cloudy,0,282.11,Winter,2025
2025-02-19,P0017,Toys,North,529,48.1,5,Snowy,0,46.46,Winter,2025
2025-02-19,P0018,Sports,West,108,249.95,10,Snowy,0,272.86,Winter,2025
2025-02-19,P0019,Groceries,South,0,45.59,10,Cloudy,0,39.96,Winter,2025
2025-02-19,P0020,Clothing,International,499,52.49,5,Windy,0,51.76,Winter,2025
2025-02-19,P0021,Home Appliances,South,106,197.05,0,Cloudy,0,160.73,Winter,2025
2025-02-19,P0022,Sports,South,62,280.17,0,Sunny,0,289.93,Winter,2025
2025-02-19,P0023,Toys,International,386,29.43,0,Rainy,1,33.37,Winter,2025
2025-02-19,P0024,Groceries,Central,269,71.93,0,Cloudy,0,79.49,Winter,2025
2025-02-19,P0025,Beauty,East,355,78.62,0,Rainy,0,65.44,Winter,2025
2025-02-19,P0026,Furniture,West,84,491.11,0,Snowy,0,448.08,Winter,2025
2025-02-19,P0027,Furniture,West,17,643.09,0,Cloudy,1,714.35,Winter,2025
2025-02-19,P0028,Furniture,West,68,127.94,0,Sunny,0,109.26,Winter,2025
2025-02-19,P0029,Beauty,East,367,86.11,5,Foggy,0,93.87,Winter,2025
2025-02-19,P0030,Groceries,North,396,66.01,10,Sunny,0,63.18,Winter,2025
2025-02-19,P0031,Groceries,West,237,71.63,10,Cloudy,0,62.72,Winter,2025
2025-02-19,P0032,Electronics,Central,77,657.52,0,Cloudy,0,543.88,Winter,2025
2025-02-19,P0033,Beauty,South,368,54.71,10,Cloudy,0,51.13,Winter,2025
2025-02-19,P0034,Beauty,West,260,90.95,10,Sunny,1,101.08,Winter,2025
2025-02-19,P0035,Clothing,East,243,65.17,10,Rainy,0,64.13,Winter,2025
2025-02-19,P0036,Electronics,Central,20,516.71,0,Windy,0,551.16,Winter,2025
2025-02-19,P0037,Toys,West,0,71.31,5,Cloudy,0,57.22,Winter,2025
2025-02-19,P0038,Furniture,East,135,405.92,10,Rainy,0,445.09,Winter,2025
2025-02-19,P0039,Sports,South,236,166.56,5,Sunny,0,139.38,Winter,2025
2025-02-19,P0040,Home Appliances,East,104,262.44,5,Cloudy,0,219.07,Winter,2025
2025-02-19,P0041,Beauty,South,343,42.64,0,Sunny,0,38.79,Winter,2025
2025-02-19,P0042,Sports,South,133,37.96,0,Cloudy,1,35.29,Winter,2025
2025-02-19,P0043,Sports,Central,7,1.0,0,Sunny,0,0.99,Winter,2025
2025-02-19,P0044,Sports,East,124,39.93,10,Snowy,0,45.51,Winter,2025
2025-02-19,P0045,Electronics,Central,141,406.95,0,Cloudy,0,349.54,Winter,2025
2025-02-19,P0046,Toys,North,400,51.9,0,Cloudy,1,54.4,Winter,2025
2025-02-19,P0047,Furniture,North,77,687.37,0,Snowy,0,749.74,Winter,2025
2025-02-19,P0048,Electronics,Central,14,480.17,0,Snowy,0,409.43,Winter,2025
2025-02-19,P0049,Furniture,International,45,440.22,10,Sunny,0,398.47,Winter,2025
2025-02-19,P0050,Electronics,North,245,366.65,10,Snowy,0,312.31,Winter,2025
2025-02-19,P0051,Furniture,International,83,421.31,5,Cloudy,0,424.49,Winter,2025
2025-02-19,P0052,Toys,West,0,47.16,10,Cloudy,0,50.04,Winter,2025
2025-02-19,P0053,Beauty,East,158,51.74,0,Foggy,1,42.02,Winter,2025
2025-02-19,P0054,Furniture,South,101,332.31,10,Cloudy,0,353.62,Winter,2025
2025-02-19,P0055,Toys,Central,0,62.17,5,Cloudy,1,61.98,Winter,2025
2025-02-19,P0056,Clothing,West,290,106.89,0,Snowy,0,112.66,Winter,2025
2025-02-19,P0057,Groceries,South,0,1.18,10,Snowy,0,1.19,Winter,2025
2025-02-19,P0058,Beauty,West,187,51.79,0,Rainy,1,41.49,Winter,2025
2025-02-19,P0059,Beauty,International,83,16.94,5,Sunny,1,15.07,Winter,2025
2025-02-19,P0060,Toys,North,374,90.64,0,Snowy,1,73.48,Winter,2025
2025-02-19,P0061,Sports,Central,174,351.54,10,Cloudy,0,382.1,Winter,2025
2025-02-19,P0062,Toys,North,512,70.84,0,Cloudy,0,81.23,Winter,2025
2025-02-19,P0063,Groceries,Central,8,81.29,10,Windy,1,65.19,Winter,2025
2025-02-19,P0064,Clothing,East,425,95.57,5,Sunny,1,99.87,Winter,2025
2025-02-19,P0065,Beauty,North,97,92.23,0,Sunny,1,95.97,Winter,2025
2025-02-19,P0066,Home Appliances,Central,0,324.82,0,Rainy,0,325.46,Winter,2025
2025-02-19,P0067,Groceries,North,313,62.05,10,Cloudy,0,67.93,Winter,2025
2025-02-19,P0068,Furniture,North,83,123.49,0,Cloudy,0,127.61,Winter,2025
2025-02-19,P0069,Sports,West,200,114.76,0,Sunny,1,97.93,Winter,2025
2025-02-19,P0070,Electronics,South,91,425.24,0,Sunny,1,421.9,Winter,2025
2025-02-19,P0071,Beauty,South,127,90.51,10,Snowy,0,95.21,Winter,2025
2025-02-19,P0072,Electronics,East,94,716.92,10,Rainy,0,733.4,Winter,2025
2025-02-19,P0073,Home Appliances,International,73,37.85,0,Cloudy,1,34.12,Winter,2025
2025-02-19,P0074,Toys,International,374,44.2,0,Windy,0,49.0,Winter,2025
2025-02-19,P0075,Home Appliances,North,151,122.53,5,Cloudy,1,102.43,Winter,2025
2025-02-19,P0076,Clothing,North,475,105.44,0,Snowy,0,117.41,Winter,2025
2025-02-19,P0077,Groceries,North,204,4.15,0,Windy,1,3.44,Winter,2025
2025-02-19,P0078,Toys,North,230,59.65,0,Snowy,1,65.81,Winter,2025
2025-02-19,P0079,Sports,North,10,1.0,0,Cloudy,0,1.04,Winter,2025
2025-02-19,P0080,Electronics,East,73,429.66,0,Rainy,0,470.69,Winter,2025
